sentence1,true_label
"Since many specific material properties like elastic constants, sound velocities, and Debye temperature are critically dependent on change in geometry of the system, we primarily concentrate on the accuracy of the calculated lattice constants and other structural parameters that are shown in Fig. 1 .",contradiction
The obtained values together with low-temperature experimental data for rhombohedral LaNiO3 are presented in Table 1 .,contradiction
"The mean absolute relative error (MARE) was evaluated according to the expression(1)MARE=100n?i=1npiCalc.-piExpt.piExpt.,in which piCalc.",contradiction
and piExpt.,contradiction
"are the calculated and experimental values of the considered parameter, respectively.",contradiction
Note that we did not apply the zero-point anharmonic expansion (ZPAE) corrections for the experimental data.,contradiction
"On one hand, the ZPAE corrections are straightforwardly applicable only for the cubic systems [41].",contradiction
"On the other hand, ZPAE can expand the equilibrium lattice constant by 1% for light atoms like Li and much less for heavy atoms [42], thus it should not have a noticeable influence on material like LaNiO3.",contradiction
"What is more, due to the corresponding thermal expansion and internal strains of the experimentally observed cubic and monoclinic phases of LaNiO3, we pay less attention to the geometry analysis of these two systems, since here they are modelled by fully-relaxed zero-temperature calculations.",contradiction
"However, for the sake of completeness, we have visualized the crystalline structures of all three phases of LaNiO3 (see Fig. 2 ) and made some important comments on the structural parameters of cubic and monoclinic geometries.",contradiction
"As it could be expected, Table 1 reveals that LDA and PBE functionals tend to underestimate and overestimate lattice constant a together with angle ?, respectively.",contradiction
"As a direct consequence, this tendency is also reflected in a deviation of the volume V values.",contradiction
"However, the following results are in a good agreement with the recent plane-wave calculations [2,11] demonstrating the reliability of our chosen basis set.",contradiction
"Although the revised functionals ? PBEsol, SOGGA, and WC ? appear worse than PBE for the evaluation of the Ni-O-Ni angle, their overall performance is systematically improved, especially for the aforementioned structural parameters, a,?, and V.",contradiction
"The decrease of MARE from 1.15% for PBE to 0.74% for SOGGA and impressive numbers of 0.41% and 0.35% for PBEsol and WC, correspondingly, leaves no doubt about the effectiveness of the modifications made to the revised density functionals for solids.",contradiction
A slightly worse result of SOGGA could be influenced by its different analytical form or more tightly bounded exchange [27].,contradiction
"One can note that the inclusion of the standard portion (25%) of the exact Hartree?Fock (HF) exchange ? as it is in the PBE0 scheme ? has a positive impact on the overall performance of PBE functional, since MARE now gets reduced to 0.92%.",contradiction
"Furthermore, the rejection of the long-range HF-type exchange in the HSE06 framework seems to have even a better effect.",contradiction
"As HSE06 outperforms PBE0 for nearly every structural parameter of rhombohedrally distorted LaNiO3, its MARE takes a value of 0.79% which is very close to the result of SOGGA.",contradiction
"Interestingly, HSE06 functional manages to almost ideally reproduce the experimentally determined value of volume V, although neither lattice constant a nor angle ? alone are improved in comparison to what was obtained using PBEsol or WC.",contradiction
"In this case, HSE06 benefits from an error cancellation which, according to the expression(2)V=a31+cos2?(2cos?-3),is likely if a and ? are correspondingly overestimated and underestimated (or vice versa) in respective proportions.",contradiction
"Another popular hybrid functional for the solid-state calculations, named B1WC, incorporates 16% of the exact full-range HF exchange.",contradiction
"In this work, a modified version mB1WC with PBE correlation was applied in order to find out the effect of HF exchange on solely the WC framework.",contradiction
"Unfortunately, Table 1 apparently indicates that mB1WC not only degrades the accuracy of its predecessor WC for all the structural parameters, but also is the worst performer among the considered hybrids with MARE reaching 1.48%.",contradiction
"It becomes obvious that the inclusion of some part of HF exchange is harmful for WC and, most probably, PBEsol and SOGGA functionals which already demonstrate reliable results in reproducing the crystalline structure of rhombohedral LaNiO3.",contradiction
"On the whole, the evaluated mean discrepancies between different DFT calculations and experiment do not exceed 1.5%, and in most cases this limit may seem to be acceptable.",contradiction
"However, for the sake of greater accuracy, we tighten functional selection criterion to 1%, therefore LDA, PBE, and mB1WC appear to be the ones that should be eliminated before making further calculations of elastic properties.",contradiction
"Concerning cubic and monoclinic LaNiO3, the direct comparison between DFT results and available experimental data lacks precision, but despite that some meaningful observations can still be made.",contradiction
"For example, we have noted that the discrepancies between calculated and measured (at 600øC) lattice constant of the cubic phase fall in the range from 1.39% (HSE06) to 1.91% (SOGGA) showing a similar performance of the remaining functionals.",contradiction
"A slightly more pronounced distribution can be noticed for the monoclinic geometry, as the hybrids ? PBE0 and HSE06 ? perform better in reproducing the stretched, while pure DFT functionals ? PBEsol, SOGGA, and WC ? the compressed structures.",contradiction
"MARE, which in this case comprises only lattice constants, monoclinic angle, and volume, under tensile strains varies from 1.28?1.41% for hybrids to 1.98?2.39% for pure DFT approaches, whereas under compressive strains the opposite is observed, since hybrids demonstrate values of 1.22?1.54% and pure DFT approaches improve to 0.82?0.95%.",contradiction
"Regarding all three phases of LaNiO3, the overall results of the chosen approximations so far imply that the hybrid scheme could serve as a reasonable alternative for the revised functionals in modelling the crystalline structure and thus the elastic features of LaNiO3.",contradiction
But this is not the end of the story.,contradiction
"Since simply reproducing the correct ground-state crystalline structure is not a sufficient criterion to properly evaluate the quality of the DFT approach performance [2], in Fig. 3 we also compare the density of states (DOS) obtained using the selected revised and hybrid functionals with experimentally observed spectrum of rhombohedral LaNiO3.",contradiction
"Here, it is clearly seen that hybrids fail to correctly describe the electronic structure exhibiting only two significantly shifted spectral features, while revised functionals demonstrate a fairly good agreement with the main energy peak positions A, B, and C.",contradiction
"As the experimental spectrum of monoclinic phase [53] bears a very close resemblance to the rhombohedral valence band presented in Fig. 3, one can deduce that the same tendency holds for the results of monoclinic calculations.",contradiction
The shapes of the cubic DOS are also not too different from the ones already discussed and it is very likely that future experimental measurements may reveal similarities to the valence band of rhombohedral LaNiO33.,contradiction
"Needless to say, such combination of accurately reproduced electronic and crystalline structures shown by PBEsol, SOGGA, and WC automatically captures our sympathy.",contradiction
"Besides, if one would take into account the computational time and resources required for the calculations, they would have another advantage over the hybrid scheme of PBE0 and HSE06.",contradiction
"Thus, to sum up, it can be stated that the revised functionals for solids appear to be the best choice among the tested DFT approximations for the next calculations of elastic properties of rhombohedral, cubic, and monoclinic LaNiO3.",contradiction
